StrategyName|ExDestination|Symbol|SecurityID|Side|Currency|OrderQty|Price|StartTime|EndTime|MinPctVolume|MaxPctVolume|ExecutionStyle|WouldLevel|WouldDark|AuctionPct|AggregatedStyle|ExcludeAuction|
1|XPAR|FTE|FR0000133308|1|EUR|100000|100|16:25|16:30|10|20|3|7|yes|30|yes|1|
1|XPAR|FTE|FR0000133308|1|EUR|10|100|16:25|16:30|10|20|3|7|yes|30|yes|1|
1|XPAR|FTE|FR0000133308|1|EUR|100000|100|16:25|16:30|10|20|3|7|yes|30|yes|1|
|XPAR|FTE|FR0000133308|1|EUR|100000|100|16:25|16:30|10|20|3|7|yes|30|yes|1|
1|XPAR|FTE|FR0000133308|1|EUR|100000|100|16:25|16:30|10|20|3|7|yes|30|yes|1|
1|XPAR|FTE|FR0000133308|1|EUR|100000|0|16:25|16:30|10|20|3|7|yes|30|yes|1|
1|XPAR|FTE|FR0000133308|1|EUR|100000|100|16:25|16:30|10|20|3|7|yes|30|yes|1|
|XPAR|FTE|FR0000133308|1|EUR|100000|100|16:25|16:30|10|20|3|7|yes|30|yes|1|
1|XPAR|FTE|FR0000133308|1|EUR|100000|100|16:25|16:30|10|20|3|7|yes|30|yes|1|
1|XPAR|FTE|FR0000133308|1|EUR|100000|-1|16:25|16:30|10|20|3|7|yes|30|yes|1|
1|XPAR|FTE|FR0000133308|1|EUR|100000|100|16:25|16:30|10|20|3|7|yes|30|yes|1|
|XPAR|FTE|FR0000133308|1|EUR|100000|100|16:25|16:30|10|20|3|7|yes|30|yes|1|
1|XPAR|FTE|FR0000133308|1|EUR|100000|100|16:25|16:30|10|20|3|7|yes|30|yes|1|
1|XPAR|FTE|FR0000133308|1|EUR|100000|100|09:00|16:30|10|20|3|7|yes|30|yes|1|
1|XPAR|FTE|FR0000133308|1|EUR|100000|100|16:25|16:30|10|20|3|7|yes|30|yes|1|
|XPAR|FTE|FR0000133308|1|EUR|100000|100|16:25|16:30|10|20|3|7|yes|30|yes|1|
1|XPAR|FTE|FR0000133308|1|EUR|100000|100|16:25|16:30|10|20|3|7|yes|30|yes|1|
1|XPAR|FTE|FR0000133308|1|EUR|100000|100|18:00|16:30|10|20|3|7|yes|30|yes|1|
1|XPAR|FTE|FR0000133308|1|EUR|100000|100|16:25|16:30|10|20|3|7|yes|30|yes|1|
|XPAR|FTE|FR0000133308|1|EUR|100000|100|16:25|16:30|10|20|3|7|yes|30|yes|1|
1|XPAR|FTE|FR0000133308|1|EUR|100000|100|16:25|16:30|10|20|3|7|yes|30|yes|1|
1|XPAR|FTE|FR0000133308|1|EUR|100000|100| |16:30|10|20|3|7|yes|30|yes|1|
1|XPAR|FTE|FR0000133308|1|EUR|100000|100|16:25|16:30|10|20|3|7|yes|30|yes|1|
|XPAR|FTE|FR0000133308|1|EUR|100000|100|16:25|16:30|10|20|3|7|yes|30|yes|1|
1|XPAR|FTE|FR0000133308|1|EUR|100000|100|16:25|16:30|10|20|3|7|yes|30|yes|1|
