StrategyName|ExDestination|Symbol|SecurityID|Side|Currency|OrderQty|Price|StartTime|EndTime|MinSize|OBType|
10|XPAR|FTE|FR0000133308|1|EUR|100000.0|100.0|11:00|13:00|1.0|M|
10|XPAR|FTE|FR0000133308|1|EUR|10.0|100.0|11:00|13:00|1.0|M|
10|XPAR|FTE|FR0000133308|1|EUR|100000.0|100.0|11:00|13:00|1.0|M|
|XPAR|FTE|FR0000133308|1|EUR|100000.0|100.0|11:00|13:00|1.0|M|
10|XPAR|FTE|FR0000133308|1|EUR|100000.0|100.0|11:00|13:00|1.0|M|
10|XPAR|FTE|FR0000133308|1|EUR|100000.0|0.0|11:00|13:00|1.0|M|
10|XPAR|FTE|FR0000133308|1|EUR|100000.0|100.0|11:00|13:00|1.0|M|
|XPAR|FTE|FR0000133308|1|EUR|100000.0|100.0|11:00|13:00|1.0|M|
10|XPAR|FTE|FR0000133308|1|EUR|100000.0|100.0|11:00|13:00|1.0|M|
10|XPAR|FTE|FR0000133308|1|EUR|100000.0|-1.0|11:00|13:00|1.0|M|
10|XPAR|FTE|FR0000133308|1|EUR|100000.0|100.0|11:00|13:00|1.0|M|
|XPAR|FTE|FR0000133308|1|EUR|100000.0|100.0|11:00|13:00|1.0|M|
10|XPAR|FTE|FR0000133308|1|EUR|100000.0|100.0|11:00|13:00|1.0|M|
10|XPAR|FTE|FR0000133308|1|EUR|100000.0|100.0|09:00|13:00|1.0|M|
10|XPAR|FTE|FR0000133308|1|EUR|100000.0|100.0|11:00|13:00|1.0|M|
|XPAR|FTE|FR0000133308|1|EUR|100000.0|100.0|11:00|13:00|1.0|M|
10|XPAR|FTE|FR0000133308|1|EUR|100000.0|100.0|11:00|13:00|1.0|M|
10|XPAR|FTE|FR0000133308|1|EUR|100000.0|100.0|18:00|13:00|1.0|M|
10|XPAR|FTE|FR0000133308|1|EUR|100000.0|100.0|11:00|13:00|1.0|M|
|XPAR|FTE|FR0000133308|1|EUR|100000.0|100.0|11:00|13:00|1.0|M|
10|XPAR|FTE|FR0000133308|1|EUR|100000.0|100.0|11:00|13:00|1.0|M|
10|XPAR|FTE|FR0000133308|1|EUR|100000.0|100.0| |13:00|1.0|M|
10|XPAR|FTE|FR0000133308|1|EUR|100000.0|100.0|11:00|13:00|1.0|M|
|XPAR|FTE|FR0000133308|1|EUR|100000.0|100.0|11:00|13:00|1.0|M|
10|XPAR|FTE|FR0000133308|1|EUR|100000.0|100.0|11:00|13:00|1.0|M|
10|XPAR|FTE|FR0000133308|1|EUR|100000.0|100.0|11:00|08:00|1.0|M|
10|XPAR|FTE|FR0000133308|1|EUR|100000.0|100.0|11:00|13:00|1.0|M|
|XPAR|FTE|FR0000133308|1|EUR|100000.0|100.0|11:00|13:00|1.0|M|
10|XPAR|FTE|FR0000133308|1|EUR|100000.0|100.0|11:00|13:00|1.0|M|
10|XPAR|FTE|FR0000133308|1|EUR|100000.0|100.0|11:00|19:00|1.0|M|
10|XPAR|FTE|FR0000133308|1|EUR|100000.0|100.0|11:00|13:00|1.0|M|
|XPAR|FTE|FR0000133308|1|EUR|100000.0|100.0|11:00|13:00|1.0|M|
10|XPAR|FTE|FR0000133308|1|EUR|100000.0|100.0|11:00|13:00|1.0|M|
10|XPAR|FTE|FR0000133308|1|EUR|100000.0|100.0|11:00| |1.0|M|
10|XPAR|FTE|FR0000133308|1|EUR|100000.0|100.0|11:00|13:00|1.0|M|
|XPAR|FTE|FR0000133308|1|EUR|100000.0|100.0|11:00|13:00|1.0|M|
10|XPAR|FTE|FR0000133308|1|EUR|100000.0|100.0|11:00|13:00|1.0|M|
10|XPAR|FTE|FR0000133308|1|EUR|100000.0|100.0|11:00|13:00|0.0|M|
10|XPAR|FTE|FR0000133308|1|EUR|100000.0|100.0|11:00|13:00|1.0|M|
|XPAR|FTE|FR0000133308|1|EUR|100000.0|100.0|11:00|13:00|1.0|M|
10|XPAR|FTE|FR0000133308|1|EUR|100000.0|100.0|11:00|13:00|1.0|M|
10|XPAR|FTE|FR0000133308|1|EUR|100000.0|100.0|11:00|13:00|100000.0|M|
10|XPAR|FTE|FR0000133308|1|EUR|100000.0|100.0|11:00|13:00|1.0|M|
|XPAR|FTE|FR0000133308|1|EUR|100000.0|100.0|11:00|13:00|1.0|M|
10|XPAR|FTE|FR0000133308|1|EUR|100000.0|100.0|11:00|13:00|1.0|M|
10|XPAR|FTE|FR0000133308|1|EUR|100000.0|100.0|11:00|13:00|-1.0|M|
10|XPAR|FTE|FR0000133308|1|EUR|100000.0|100.0|11:00|13:00|1.0|M|
|XPAR|FTE|FR0000133308|1|EUR|100000.0|100.0|11:00|13:00|1.0|M|
10|XPAR|FTE|FR0000133308|1|EUR|100000.0|100.0|11:00|13:00|1.0|M|
10|XPAR|FTE|FR0000133308|1|EUR|100000.0|100.0|11:00|13:00| |M|
10|XPAR|FTE|FR0000133308|1|EUR|100000.0|100.0|11:00|13:00|1.0|M|
|XPAR|FTE|FR0000133308|1|EUR|100000.0|100.0|11:00|13:00|1.0|M|
10|XPAR|FTE|FR0000133308|1|EUR|100000.0|100.0|11:00|13:00|1.0|M|
10|XPAR|FTE|FR0000133308|1|EUR|100000.0|100.0|11:00|13:00|1.0|DM|
10|XPAR|FTE|FR0000133308|1|EUR|100000.0|100.0|11:00|13:00|1.0|M|
|XPAR|FTE|FR0000133308|1|EUR|100000.0|100.0|11:00|13:00|1.0|M|
10|XPAR|FTE|FR0000133308|1|EUR|100000.0|100.0|11:00|13:00|1.0|M|
10|XPAR|FTE|FR0000133308|1|EUR|100000.0|100.0|11:00|13:00|1.0|D|
10|XPAR|FTE|FR0000133308|1|EUR|100000.0|100.0|11:00|13:00|1.0|M|
|XPAR|FTE|FR0000133308|1|EUR|100000.0|100.0|11:00|13:00|1.0|M|
10|XPAR|FTE|FR0000133308|1|EUR|100000.0|100.0|11:00|13:00|1.0|M|
10|XPAR|FTE|FR0000133308|1|EUR|100000.0|100.0|11:00|13:00|1.0|tata|
10|XPAR|FTE|FR0000133308|1|EUR|100000.0|100.0|11:00|13:00|1.0|M|
|XPAR|FTE|FR0000133308|1|EUR|100000.0|100.0|11:00|13:00|1.0|M|
10|XPAR|FTE|FR0000133308|1|EUR|100000.0|100.0|11:00|13:00|1.0|M|
10|XPAR|FTE|FR0000133308|1|EUR|100000.0|100.0|11:00|13:00|1.0| |
10|XPAR|FTE|FR0000133308|1|EUR|100000.0|100.0|11:00|13:00|1.0|M|
|XPAR|FTE|FR0000133308|1|EUR|100000.0|100.0|11:00|13:00|1.0|M|
